,Voltage,Current
0,0.9949951171875,0.022977941176470586
1,0.9949951171875,0.022977941176470586
2,0.994189453125,0.022977941176470586
3,0.994189453125,0.022977941176470586
4,0.9949951171875,0.022977941176470586
5,0.9949951171875,0.022977941176470586
6,0.994189453125,0.022977941176470586
7,0.9949951171875,0.022977941176470586
8,0.9949951171875,0.022977941176470586
9,0.9949951171875,0.022977941176470586
10,0.9949951171875,0.022977941176470586
11,0.994189453125,0.022977941176470586
12,0.9949951171875,0.022977941176470586
13,0.994189453125,0.022977941176470586
14,0.994189453125,0.022977941176470586
15,0.994189453125,0.022977941176470586
16,0.9949951171875,0.022977941176470586
17,0.994189453125,0.022977941176470586
18,0.9949951171875,0.022977941176470586
19,0.994189453125,0.022977941176470586
20,0.994189453125,0.022977941176470586
21,0.9949951171875,0.022977941176470586
22,0.994189453125,0.022977941176470586
23,0.9949951171875,0.022977941176470586
24,0.994189453125,0.022977941176470586
25,0.994189453125,0.022977941176470586
26,0.994189453125,0.022977941176470586
27,0.994189453125,0.022977941176470586
28,0.994189453125,0.022977941176470586
29,0.994189453125,0.022977941176470586
30,0.994189453125,0.022977941176470586
31,0.994189453125,0.022977941176470586
32,0.994189453125,0.022977941176470586
33,0.994189453125,0.022977941176470586
34,0.994189453125,0.022977941176470586
35,0.9933837890624999,0.022977941176470586
36,0.994189453125,0.022977941176470586
37,0.994189453125,0.022977941176470586
38,0.994189453125,0.022977941176470586
39,0.9933837890624999,0.022977941176470586
40,0.994189453125,0.022977941176470586
41,0.994189453125,0.022977941176470586
42,0.994189453125,0.022977941176470586
43,0.9933837890624999,0.022977941176470586
44,0.994189453125,0.022977941176470586
45,0.9933837890624999,0.022977941176470586
46,0.9933837890624999,0.022977941176470586
47,0.9933837890624999,0.022977941176470586
48,0.9933837890624999,0.022977941176470586
49,0.9933837890624999,0.022977941176470586
50,0.9933837890624999,0.022977941176470586
51,0.9933837890624999,0.022977941176470586
52,0.9933837890624999,0.022977941176470586
53,0.9933837890624999,0.034466911764705885
54,0.9933837890624999,0.034466911764705885
55,0.9933837890624999,0.022977941176470586
56,0.9933837890624999,0.034466911764705885
57,0.992578125,0.022977941176470586
58,0.9933837890624999,0.034466911764705885
59,0.9933837890624999,0.034466911764705885
60,0.992578125,0.034466911764705885
61,0.9933837890624999,0.034466911764705885
62,0.9933837890624999,0.034466911764705885
63,0.9933837890624999,0.034466911764705885
64,0.992578125,0.034466911764705885
65,0.992578125,0.034466911764705885
66,0.992578125,0.034466911764705885
67,0.992578125,0.034466911764705885
68,0.992578125,0.034466911764705885
69,0.992578125,0.034466911764705885
70,0.992578125,0.034466911764705885
71,0.992578125,0.034466911764705885
72,0.992578125,0.034466911764705885
73,0.992578125,0.034466911764705885
74,0.9917724609374999,0.034466911764705885
75,0.992578125,0.034466911764705885
76,0.992578125,0.034466911764705885
